SMILES2,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction
CN(C)CCOc1ccc(Cl)cc1,2.42,2.49,2.62
CN(C)CCOc1cccc(Cl)c1,2.42,2.49,2.62
CN(C)CCOc1ccccc1Cl,2.42,2.49,2.62
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccc(N(C)C)cc1,1.91,1.17,1.42
,-1.07,2.33,1.63
CN(C1=NC(=O)N(c2ccc(Cl)cc2)C1)C1CCCCC1,5.76,3.2,3.82
CC(=O)OCOC(=O)N(C)N=Nc1ccc(Br)cc1,4.02,3.15,3.21
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C#N)cc1,2.67,1.92,2.34
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C)cc1,3.67,2.75,2.95
CC(=O)NC(CCCN(Cc1ccccc1)C(=O)N(C)N=O)C(=O)NCc1ccccc1,3.02,2.51,2.38
CN(c1ccc2cc3ccc4c(c3nc2c1)COCN4)S(C)(=O)=O,2.26,2.05,2.43
CN1CC(O)N(C(=O)NC(C)(C)C)C1=O,0.27,0.7,-0.03
CN1CC(O)N(C(=O)NCCCl)C1=O,-0.34,0.39,-0.29
CN1CCN(C2=NC(=O)N(c3ccc(Cl)cc3)C2)CC1,1.52,1.92,1.92
CN1CCN(CCn2nnc3ccccc32)CC1,0.24,1.13,1.74
CN1CCN(CCn2nc3ccccc3n2)CC1,0.24,1.13,1.69
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,-0.82,1.1,1.95
CN1COCc2c1ccc1cc3ccc(N)c(CO)c3nc21,1.78,1.35,1.77
CN1COCc2c1ccc1cc3ccc4c(c3nc21)COC(=O)N4,2.26,2.09,2.64
CN1CC(O)N(C(=O)NC2CCCC2)C1=O,0.69,1.01,0.44
CN1CC(O)N(C(=O)NC2CCCCC2)C1=O,1.18,1.3,0.9
CN1CC(O)N(C(=O)NC2CCCCCC2)C1=O,1.67,1.58,1.35
CN1CC(O)N(C(=O)Nc2ccccc2)C1=O,0.71,1.29,0.62
CN1CCN(Cc2cnccc2Cl)C1=N[N+](=O)[O-],0.77,1.82,1.38
CN1CCc2ccccc2C1,1.96,2.55,1.98
CN1CCN(CCCOn2nnc3ccccc32)CC1,0.27,1.7,1.83
CNC(=O)Nc1ccc(C(=O)O)cc1,1.05,1.32,0.55
CNC(=O)Oc1ccc2c(c1)CC(c1ccc(OC)cc1)C(OC(C)=O)C(=O)N2CCN(C)C,3.63,2.73,2.87
CNC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,4.02,1.98,2.9
CNC(=S)NN=C(C)CSCC(C)=NNC(=S)NC,1.54,0.81,0.49
CNC(=S)NN=C(c1cccc([N+](=O)[O-])c1)c1ccccn1,2.2,1.51,2.69
CNC(=S)OCCn1c([N+](=O)[O-])cnc1C,0.17,0.18,0.98
CNC(C)Cc1ccc(F)cc1,2.42,2.96,2.27
CNC(C)Cc1ccc(N)cc1,1.3,1.93,1.32
CNC(C)Cc1ccc(OC)cc1,2.3,2.22,2.05
CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC1CCC(N)CC1,1.7,1.7,1.62
CNC1CCc2c(OC)cccc2C1C,3.15,2.78,2.55
CNC=C1c2cccc(O)c2C(=O)c2c(O)cccc21,2.41,1.75,1.91
CNCc1ccc(C)cc1,2.08,2.24,1.85
CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,3.01,2.33,3.47
CNc1ccncc1S(=O)(=O)NC(=NC#N)NC(C)C,-1.9,0.3,0.24
CNc1nc(NC)nc(NC(C)C)n1,2.17,1.91,1.78
,-,-,-
CNc1nccn2c(Cc3ccccc3F)nnc12,2.33,1.97,2.04
CNc1ccc2cc3ccccc3nc2c1CO,1.87,2.04,2.6
CNc1ccc2cc3ccc4c(c3nc2c1CO)COCN4S(C)(=O)=O,1.89,1.12,1.83
CNc1ccc2cc3ccc4c(c3nc2c1CO)COCN4,1.23,1.75,2.05
COC(=O)C(=Cc1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,1.86,2.53,2.85
COC(=O)C(=Cc1cnc(SC(C)=O)n1C)C(=O)OC,0.61,-0.08,1.22
COC(=O)C(C)(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.79,1.51,1.75
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(C#N)c2)C1(C)C,3.05,2.45,3.23
COC(=O)C(C)=CC1C(C(=O)OCc2ccccc2)C1(C)C,3.5,3.09,3.36
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(C(=O)c3ccccc3)c2)C1(C)C,5.06,3.53,4.85
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(COc3ccccc3)c2)C1(C)C,5.29,3.87,4.92
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(Cc3ccccc3)c2)C1(C)C,5.76,4.39,5.33
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(OCc3ccccc3)c2)C1(C)C,5.29,3.87,4.92
COC(=O)C(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,5.56,3.93,4.92
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
COC(=O)C(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.34,1.22,1.55
COC(=O)C(Cc1ccccc1)(Cc1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,4.21,3.99,4.87
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2c1OCO2,3.65,1.56,2.37
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,2.74,1.1,1.64
COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cccnc2)C1c1cccc2c1OCO2,3.26,1.24,2.07
COC(=O)C=CCn1cc([N+](=O)[O-])nc1C,1.28,0.82,1.05
COC(=O)C=CCn1ccnc1[N+](=O)[O-],0.73,0.91,0.75
COC(=O)C=CCn1cnc([N+](=O)[O-])n1,-0.09,1.45,0.6
COC(=O)CCSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,3.59,2.43,3.74
COC(=O)CNC(=O)Cn1c(C)nc2ccccc2c1=O,-0.12,0.5,0.23
COC(=O)Cc1ccc(O)cc1,1.6,1.51,1.45
COC(=O)Cn1c(C)nc2ccccc2c1=O,1.01,1.17,0.96
COC(=O)NC(=O)Cn1c(C)nc2ccccc2c1=O,0.47,1.05,0.74
COC(=O)Nc1c(C(C)C)cccc1C(C)C,3.54,3.74,3.98
COC(=O)Sc1ncc(C=C(C(=O)OC)C(=O)OC)n1C,0.76,-0.01,1.86
COC(=O)c1cc2ccc3cccc4ccc(c1)c2c34,4.77,4.27,3.8
COC(=O)c1cc2cccc3ccc4cccc1c4c32,4.77,4.27,3.8
COC(=O)c1ccc(C(=O)OC)c(N)c1,1.14,1.48,0.79
COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],2.29,2.47,2.24
COC(=O)c1ccc2ccc3cccc4ccc1c2c34,4.77,4.27,3.8
,-,-,-
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(=O)N1CCOCC1,1.95,2.05,2.98
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(=O)c1ccccc1,4.47,3.22,4.76
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(C)=O,2.59,2.08,3.09
,-,-,-
C=C(Br)CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,4.54,2.72,3.81
C=C(Cl)CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,4.64,2.61,3.73
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCC(F)(F)F,4.21,2.57,3.75
C=CCON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,4.15,2.38,3.36
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCC=C(Cl)Cl,5,2.83,4.1
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCCCl,4.05,2.46,3.41
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCc1ccccc1,5.01,3.12,4.33
COC(=O)c1cc(NC(=O)Cn2c(C)nc3ccccc3c2=O)cc(C(=O)OC)c1,2.2,2,1.6
COC1(OC)C(N2CCOCC2)=NC(=O)N1c1ccc(Cl)cc1,1.12,1.86,2.33
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(CO)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,1.48,0.51,2.59
COC1C(O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,0.43,0.14,2.68
COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,-0.16,1.12,2.41
COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,1.38,1.83,3.51
COC1=C(Cl)C(=O)c2ccccc2C1=O,1.44,1.14,1.63
COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC)c1)C(OC)C2,4.12,1.83,3.33
COC1CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC)OC(C)C1OC1CC(O)C(O)C(C)O1,0.54,1.29,2.82
COCC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,0.88,1.43,1.27
COCC(O)Cn1c(Br)cnc1[N+](=O)[O-],-0.01,0.7,0.29
COCC1(N(C(=O)C(C)F)c2ccccc2)CCN(CCc2ccccc2)CC1,4.16,3.49,3.76
,-,-,-
COCCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-2.19,-0.87,-1.49
COCCNC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,2.62,1.17,2.32
,-,-,-
COCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-2.68,-1.13,-1.56
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2c1OCO2,3.38,1.25,2.24
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC)C1c1cccc2c1OCO2,2.19,0.51,1.38
COCCOCCOCCOc1ccc(C2=NC(C)(C(=O)O)CS2)c(O)c1,0.3,1.41,1.55
,-,-,-
COCc1c(O)c(=O)cc(C)n1C,-0.85,-0.67,-0.27
COCc1ccc(CC#N)cc1,1.34,1.57,1.55
,-,-,-
CON(C)C(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,4.47,2.25,2.95
CON=C(C(=O)NC1C(=O)N2C(C(C)OC(=O)OC(C)C)=CCSC12)c1csc(N)n1,-0.56,1.23,1.22
CON=C(C(=O)NC1C(=O)N2C(C(C)OC(C)=O)=CCSC12)c1csc(N)n1,0.14,0.25,-0.15
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCc3oc(=O)oc3C)=CCSC12)c1csc(N)n1,-4.19,0.46,-0.06
CON=C(C(=O)NC1C(=O)N2C(C(C)OC(=O)OC3CCCCC3)=CCSC12)c1csc(N)n1,0.8,1.91,2.35
COP(=O)(OC)Oc1c(Cl)cc(C)cc1Cl,3,3.46,3.19
COP(=O)(OC)Oc1ccc(C#N)cc1,0.71,1.46,1.26
[C-]#[N+]c1cc(Cl)ccc1OP(=S)(OC)OC,3.32,1.87,1.35
COc1c([N+](=O)[O-])cc(C(=O)O)cc1[N+](=O)[O-],1.59,1.42,1.21
COc1cc(Cl)cc(Cl)c1O,2.88,2.43,2.88
COc1cc(Cl)ccc1O,2.24,1.85,2.21
COc1cc(NS(C)(=O)=O)ccc1-c1cn2cccnc2n1,0.34,0.82,1.68
COc1cc(OC)c(C=[N+]([O-])C(C)(C)C)c(OC)c1,1.1,1.87,0.36
COc1cc(OC)c(Cl)cc1N,1.88,1.6,1.71
COc1cc(OS(C)(=O)=O)ccc1-c1cn2cccnc2n1,0.5,0.82,1.78
COc1cc(SC)ccc1-c1cn2cccnc2n1,1.69,2.07,2.8
COc1cc(-n2c(C(F)(F)F)nn(C)c2=S)cc(OC)c1OC,3.26,1.56,3
,-1.65,1.57,1.19
COc1cc(S(C)=O)ccc1-c1cn2cc(N)cnc2n1,-0.48,0.71,0.94
COc1ccc(Br)cc1CNC1CCCNC1c1ccccc1,4.2,3.38,3.8
COc1ccc(F)cc1CNC1CCCNC1c1ccccc1,3.51,3.15,3.26
COc1ccc([N+](=O)[O-])c(C)c1,2.44,1.94,2.19
COc1ccc(O)c(C2=NC(C)(C(=O)O)CS2)c1,1.13,2.17,1.94
COc1ccc(O)c(C2=NC(C(=O)O)CS2)c1,0.67,1.89,1.74
COc1ccc(SC)cc1CNC1CCCNC1c1ccccc1,3.86,3.27,3.6
COc1ccc(-c2cn3cc(N)cnc3n2)c(OC)c1,1.17,0.78,1.49
COc1ccc(-c2cn3cccnc3n2)c(OC)c1,1.23,1.29,2.24
COc1ccc(C(=O)NN=Cc2c(CO)ccc(C)c2O)cc1,1.65,1.92,2.15
,-1.17,2.07,1.46
COc1ccc(C2CC(=O)N(CCN(C)C)c3cccc(C(F)(F)F)c3C2)cc1,4.95,3.94,4.29
COc1ccc(C2Cc3c(C#N)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4,2.12,2.99
COc1ccc(C2Cc3c(C)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5,2.95,3.6
COc1ccc(C2Cc3c(Cl)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5.1,3.22,3.77
COc1ccc(C2Cc3c(OC)cccc3N(CCN(C)C)C(=O)C2C)cc1,4.48,3.05,3.79
COc1ccc(C2Cc3c(OC)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.53,2.46,3.09
COc1ccc(C2Cc3c(ccc(Br)c3OC)N(CCN(C)C)C(=O)C2C)cc1,5.37,3.63,4.54
COc1ccc(C2Cc3c(ccc(Br)c3OC)N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5.42,3.04,3.84
C=CCC1C(=O)N(CCN(C)C)c2cccc(C(F)(F)F)c2CC1c1ccc(OC)cc1,6.21,4.48,5.27
COc1ccc(C2Cc3c(cccc3C(F)(F)F)N(CCN(C)C)C(=O)C2Cc2ccccc2)cc1,7.07,5.11,6.24
COc1ccc(C2Cc3c(cccc3C(F)(F)F)N(CCN(C)C)C(=O)C2O)cc1,3.41,3.15,3.67
COc1ccc(C2Cc3c(cccc3[N+](=O)[O-])N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.27,2.79,3
COc1ccc(C2Cc3cc(Cl)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5.1,3.22,3.77
COc1ccc(C2Cc3cc(OC(=O)C(C)(C)C)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5.41,3.26,4.42
COc1ccc(C2Cc3cc(OC(F)F)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.89,2.67,3.92
COc1ccc(C2Cc3cc(OC)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.53,2.46,3.09
COc1ccc(C2Cc3cc(SC(C)(C)C)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,6.36,3.83,4.58
COc1ccc(C2Cc3cc(SC)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5,3.22,3.65
COc1ccc(C2Cc3cc(C(F)(F)F)ccc3N(CCN(C)C)C(=O)C2CC(C)=O)cc1,4.3,3.69,3.89
COc1ccc(C2Cc3cc(C(F)(F)F)ccc3N(CCN(C)C)C(=O)C2NC(C)=O)cc1,3.52,3.13,3.41
COc1ccc(C2Cc3cc(C(F)(F)F)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,5.42,3.53,4.05
COc1ccc(C2Cc3cc(C(F)(F)F)ccc3N(CCN(C)C)C(=O)C2SC(C)=O)cc1,3.76,3.49,4.61
COc1ccc(C2Cc3ccccc3N(CCN(C)C)C(=O)C2C)cc1,4.4,3.35,3.81
C=CCC1C(=O)N(CCN(C)C)c2ccccc2CC1c1ccc(OC)cc1,5.25,3.7,4.33
COc1ccc(C2Cc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.45,2.74,3.11
COc1ccc(C2Cc3c(C(=O)OCc4ccccc4)cccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,6,3.62,4.55
COc1ccc(C2Cc3cc(OCc4ccccc4)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,6.24,3.44,4.68
COc1ccc(C2Cc3cc(Sc4ccccc4)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,6.27,4.27,5.23
COc1ccc(N2CC(N3CCCCC3)=NC2=O)cc1,2.74,1.92,2.2
COc1ccc(-c2cc(=O)ss2)cc1,1.92,1.36,2.74
,-,-,-
COc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)cc1,1.42,1.05,2.5
COc1ccc(-n2nnnc2N)cc1,-0.65,1.46,0.84
COc1ccc(S(C)(=O)=O)cc1CNC1CCCNC1c1ccccc1,1.88,1.92,2.58
COc1ccc(-c2ccoc2)cc1CNC1CCCNC1c1ccccc1,4.44,2.69,3.68
COc1ccc(-c2ccsc2)cc1CNC1CCCNC1c1ccccc1,4.89,3.5,4.24
,-1.65,1.57,1.19
,-1.09,1.82,1.44
COc1cccc(C=[N+]([O-])C(C)(C)C)c1,0.93,2.39,0.39
COc1cccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c1,1.42,1.05,2.5
COc1cccc(-n2nnnc2N)c1,-0.65,1.46,0.84
COc1cccc2c1CCC(N)C2C,2.69,2.5,2.12
COc1ccccc1CNC1CCCNC1c1ccccc1,3.31,2.77,3.06
,-,-,-
COc1ccccc1N1CCN(CCNCC(O)CON=C(C2CC2)C2CC2)CC1,2.55,1.51,2.09
COc1ccccc1OCCN(C)C,1.85,1.66,1.94
COc1ccccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1.42,1.05,2.5
COc1ccccc1-n1nnnc1N,-0.65,1.46,0.84
COc1coc(CCl)cc1=O,-0.05,-0.18,-0.19
COc1coc(CSC(=S)N(C)C)cc1=O,-0.63,-0.46,0.64
COc1nc(N)nc(NC(C)(C)C)n1,2.56,1.91,1.52
COc1c2oc(=O)c(C)cc2cc2c(C)c(C)oc12,4.08,2.13,3.27
COc1c2oc(=O)ccc2cc2ccsc12,2.89,2.14,2.75
COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC)c1)C(O)C2,3.42,1.6,2.92
COc1cc(OC)nc(Oc2cccc(Cl)c2C(=O)O)n1,3.59,1.99,3.45
COc1cc(OC)nc(Oc2cccc(C(F)(F)F)c2C(=O)O)n1,3.91,2.38,3.72
COc1cc2ccncc2cc1OC,2.14,1.48,1.55
COc1ccc(C2=NC(C)(C(=O)O)CS2)c(O)c1,1.13,2.17,1.94
COc1ccc(C2=NC(C)(C(=O)O)CS2)c(O)c1OC,1.21,1.94,1.93
COc1ccc(C2=NC(C(=O)O)CS2)c(O)c1,0.67,1.89,1.74
COc1ccc(C2=NC(C(=O)O)CS2)c(O)c1OC,0.75,1.66,1.72
COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,1.44,0.56,1.75
COc1ccc(Nc2nc(N)nc(O)n2)cc1OC,0.87,1.32,2.01
COc1ccc(Nc2nc(O)nc(NC(C)C)n2)cc1OC,2.33,2.14,3.33
COc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O,2.72,1.06,1.44
COc1ccc2c(c1)CCN(C)C2,2.04,2.22,1.96
COc1ccc2c(c1)C(=O)N(CCO[N+](=O)[O-])CO2,2.72,1.06,1.44
COc1ccc2c(C)cc(=O)oc2c1,2.44,2.02,2.33
COc1ccc2cc(C(C)C(=O)OCCCCOC(C)=O)ccc2c1,4.77,3.34,3.56
COc1ccc2cc(C(C)C(=O)OCCCOC(C)=O)ccc2c1,4.28,3.11,2.98
COc1ccc2cc(C(C)C(=O)OCCOC(C)=O)ccc2c1,3.79,2.88,2.91
COc1ccc2cc(C(C)C(=O)OCOC(C)=O)ccc2c1,3.8,3.05,2.9
COc1cccc(OCC2CN=C(N)O2)c1,1.25,0.8,1.53
COc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,1,0.32,1.27
COc1cc(OC)nc(Oc2cccc(Oc3ccccc3)c2C(=O)O)n1,5.01,2.24,4.34
COc1cc(OC)nc(Sc2cccc(Oc3ccccc3)c2C(=O)O)n1,4.77,2.17,4.9
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(N)CC2,2.02,0.86,1.63
COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=S)cc1C(NC(C)=O)CC2,5.42,2.63,3.36
COc1cc2c(cc1OC)C(C=Cc1ccccc1)=NCC2,6.42,3.28,4
COc1cc2ncnc(Nc3cc(F)cc(C(F)(F)F)c3)c2cc1OC,4.6,3.43,4.59
COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,3.63,2.84,3.65
COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,3.63,2.84,3.65
COc1cc2ncnc(Nc3ccccc3F)c2cc1OC,3.63,2.84,3.65
COc1ccc(CCNCC(O)CON=C(C2CC2)C2CC2)cc1OC,3.2,1.88,2.21
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
COc1ccc(CCNCC(O)COc2ccc(-c3ncco3)cc2)cc1OC,2.96,1.1,2.6
COc1ccc(CCNCC(O)COc2ccc(-c3nccs3)cc2)cc1OC,3.41,1.45,3.16
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
COc1ccc(CNCC(O)CON=C(C2CC2)C2CC2)c(OC)c1,2.93,1.65,1.89
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
,-,-,-
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N(C)C)C(O)C(C)O1,0.97,-1.2,1.13
CS(=O)(=O)Nc1cccc(Cn2cnc3ccccc32)c1,2.68,2.33,2.56
CSC(=S)N1CCCCC1,1.87,1.4,2.6
CSCC(NC(C)=O)C(N)=O,-1.79,-0.38,-0.92
CSCCC(N)C(=O)NC(C(=O)O)C(C)C,0.23,0.55,0.22
CSCCC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,2.19,1.62,1.82
CSCCC(N)C(=O)NC(CC(C)C)C(=O)O,0.72,0.84,0.61
,-,-,-
CSCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.32,0.88,0.67
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,1.36,0.34,0.8
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,0.94,0.14,0.42
CSCCC(NC(=O)C(N)CC(C)C)C(=O)O,0.72,0.84,0.61
CSCCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,0.8,1.38,0.93
CSc1ccc2nc(-c3ccc(N)cc3)cn2c1,2.47,2.07,2.87
CSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,3.56,2.58,3.78
CSc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,1.47,1.08,1.83
,-,-,-
Cc1c(O)c(=O)ccn1CCCO,-0.71,-0.67,-0.78
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccc(F)cc1,1.54,1.59,1.47
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccc(O)cc1,0.86,0.69,0.99
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccccc1,1.34,1.2,1.26
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccccc1O,2.89,0.69,0.99
Cc1c(O)c(=O)ccn1CCCOC(=O)c1ccccn1,0.15,0.17,0.54
Cc1c(O)c(=O)ccn1CCCOC(=O)c1cccnc1,0.15,0.17,0.11
,-,-,-
Cc1cc(=O)n(C)c2c1cc(C)c1occ(C)c12,4.05,2.26,3.18
Cc1cc(=O)oc2c1c(C)cc1occ(C)c12,4,2.41,3.62
Cc1cc(=O)oc2c1ccc1occ(C)c12,3.45,2.15,3.14
Cc1cc(F)ccc1-n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,2.08,1.92,3.21
Cc1cc2c(o1)c(C)c(C)c1ccc(=O)oc12,4,2.41,3.32
Cc1cc2c(o1)c(C)cc1c(C)cc(=O)n(C)c12,4.05,2.26,2.84
Cc1cc2c(o1)c(C)cc1c(C)cc(=O)oc12,4,2.41,3.28
Cc1cc2c(o1)c(C)cc1ccc(=O)oc12,3.45,2.15,2.84
Cc1ccc(C)c(-n2nnnc2N)c1,0.36,2.28,1.83
Cc1ccc(O)cc1N,0.79,1.25,1.3
Cc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c(C)c1,2.43,1.76,3.49
Cc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c(F)c1,2.08,1.92,3.21
Cc1ccc(C(=O)NN=Cc2c(CO)ccc(C)c2O)cc1,2.12,2.43,2.65
Cc1ccc(C(=O)OCCCn2ccc(=O)c(O)c2C)cc1,1.89,1.44,1.75
,-0.7,2.59,1.96
Cc1ccc(N2CC(N3CCOCC3)=CC2=O)cc1,1.23,1.22,1.47
Cc1ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)cc1,1.88,1.54,3
Cc1ccc(-n2nnnc2N)cc1,-0.19,1.97,1.35
,-,-,-
Cc1ccc(-n2nnnc2N)cc1Cl,0.46,2.55,2.01
Cc1ccc(C(=O)OCCCn2ccc(=O)c(O)c2C)cn1,0.7,0.42,0.39
,-,-,-
,-,-,-
Cc1cccc(C)c1CCN,2.43,2.55,2.23
,-,-,-
Cc1cccc(C)c1CCn1ccnc1,3.9,2.75,2.8
Cc1cccc(C)c1Cc1ccccn1,4.15,3,3.63
,-,-,-
Cc1cccc(C)c1OCC1CN=C(N)O1,2.26,1.6,2.52
,-,-,-
Cc1cccc(C=[N+]([O-])C(C)(C)C)c1,1.4,2.96,0.89
Cc1cccc(N2CC(N3CCOCC3)=CC2=O)c1,1.23,1.22,1.47
Cc1cccc(N2CCN(CC3CN=C(N)O3)CC2)c1,1.4,1.33,2.17
Cc1cccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c1,1.88,1.54,3
Cc1cccc(-n2nnnc2N)c1,-0.19,1.97,1.35
Cc1cccc2c1OCN(CCO[N+](=O)[O-])C2=O,3.19,1.54,1.94
