Prediction and Applicability Domain analysis for models:,,,,,,,,
LogP model (Meylan-Kowwin) (version 1.1.5),,,,,,,,
LogP model (MLogP) (version 1.0.1),,,,,,,,
LogP model (ALogP) (version 1.0.1),,,,,,,,
(calculation core version : 1.3.19),,,,,,,,
,,,,,,,,
No.,tId,SMILES,LogP model (Meylan-Kowwin)-assessment,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-assessment,LogP model (MLogP)-prediction,LogP model (ALogP)-assessment,LogP model (ALogP)-prediction
13948,Molecule 13948,O=C(N)c1cccc(c1)Cn3cnc2ccccc23,2.23 (MODERATE reliability),2.23,2.38 (MODERATE reliability),2.38,2.14 (MODERATE reliability),2.14
13949,Molecule 13949,O=[N+]([O-])c1cccc(c1)C(=NNC(N)=S)c2ncccc2,1.74 (MODERATE reliability),1.74,1.25 (MODERATE reliability),1.25,2.48 (MODERATE reliability),2.48
13950,Molecule 13950,n1ccccc1C(=NNC(N)=S)c2ccccc2,1.92 (MODERATE reliability),1.92,1.28 (MODERATE reliability),1.28,2.59 (LOW reliability),2.59
13951,Molecule 13951,n1ccccc1C(=NNC(N)=S)c2ncccc2,0.73 (LOW reliability),0.73,0.22 (LOW reliability),0.22,1.86 (MODERATE reliability),1.86
13952,Molecule 13952,O=C(NCc1cnc(N)cc1)C4N(C(=O)C(N)C(C2CCCCC2)C3CCCCC3)CCC4,3.58 (LOW reliability),3.58,2.45 (MODERATE reliability),2.45,3.45 (MODERATE reliability),3.45
13953,Molecule 13953,NC(Cc1cnc2ccccc12)C(=O)N3CCCC3C(O)=O,[Error],-,[Error],-,[Error],-
13954,Molecule 13954,NC(Cc1cnc2ccccc12)C(=O)NC(Cc3cnc4ccccc34)C(=O)NC(Cc5cnc6ccccc56)C(O)=O,[Error],-,[Error],-,[Error],-
13955,Molecule 13955,NC(Cc1cnc2ccccc12)C(=O)NC(Cc3ccc(O)cc3)C(O)=O,[Error],-,[Error],-,[Error],-
13956,Molecule 13956,NC(Cc1cnc2ccccc12)C(=O)NC(Cc3ccccc3)C(O)=O,[Error],-,[Error],-,[Error],-
13957,Molecule 13957,NC(Cc1cnc2ccccc12)C(=O)NCC(=O)NCC(O)=O,[Error],-,[Error],-,[Error],-
13958,Molecule 13958,NC(Cc1cnc2ccccc12)C(N)=O,[Error],-,[Error],-,[Error],-
13959,Molecule 13959,NC(Cc1ccc(O)cc1)C(=O)N2CCCC2C(=O)NCC(=O)NC(Cc3cnc4ccccc34)C(O)=O,[Error],-,[Error],-,[Error],-
13960,Molecule 13960,O=C(O)C2N(C(=O)C(N)Cc1ccc(O)cc1)CCC2,0.34 (LOW reliability),0.34,0.49 (LOW reliability),0.49,0.66 (LOW reliability),0.66
13961,Molecule 13961,O=C(O)C(NC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)Cc2ccccc2,0.8 (LOW reliability),0.8,0.91 (LOW reliability),0.91,1.17 (LOW reliability),1.17
13962,Molecule 13962,O=C(O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1,-1.1 (LOW reliability),-1.1,-0.57 (LOW reliability),-0.57,-0.77 (LOW reliability),-0.77
13963,Molecule 13963,NC(Cc1ccccc1)C(=O)NC(Cc2cnc3ccccc23)C(N)=O,[Error],-,[Error],-,[Error],-
13964,Molecule 13964,NC(Cc1ccccc1)C(=O)NC(Cc2cnc3ccccc23)C(O)=O,[Error],-,[Error],-,[Error],-
13965,Molecule 13965,O=C(O)C(NC(=O)C(N)Cc1ccccc1)Cc2ccc(O)cc2,-1.68 (EXPERIMENTAL value),1.23,-1.68 (EXPERIMENTAL value),1.63,-1.68 (EXPERIMENTAL value),1.89
13966,Molecule 13966,O=C(O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)Cc1ccccc1)Cc2ccccc2)Cc3ccccc3)Cc4ccccc4,4.66 (LOW reliability),4.66,2.99 (MODERATE reliability),2.99,4.58 (LOW reliability),4.58
13967,Molecule 13967,O=C(O)C(NC(=O)CNC(=O)C(NC(=O)C(N)Cc1ccccc1)Cc2ccccc2)Cc3ccccc3,2.76 (MODERATE reliability),2.76,1.89 (MODERATE reliability),1.89,2.64 (GOOD reliability),2.64
13968,Molecule 13968,O=C(O)C(NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccccc1)Cc2ccccc2,-1.51 (EXPERIMENTAL value),0.85,-1.51 (EXPERIMENTAL value),0.67,-1.51 (EXPERIMENTAL value),0.71
13969,Molecule 13969,O=C(O)C(N)Cc2cc(c(OCCc1ccc(O)cc1)c(c2)I)I,2.63 (MODERATE reliability),2.63,3.56 (LOW reliability),3.56,3.73 (LOW reliability),3.73
13970,Molecule 13970,N1=C(N)SCC1C3OCCc2ccccc23,1.76 (LOW reliability),1.76,2.91 (MODERATE reliability),2.91,2.03 (MODERATE reliability),2.03
13971,Molecule 13971,N1=C(OC(C1)CN2CC=CCC2)N,0.28 (MODERATE reliability),0.28,0.64 (MODERATE reliability),0.64,0.67 (MODERATE reliability),0.67
13972,Molecule 13972,N1=C(OC(C1)CN2CCOCC2)N,-1.25 (LOW reliability),-1.25,-0.36 (MODERATE reliability),-0.36,-0.25 (MODERATE reliability),-0.25
13973,Molecule 13973,N1=C(OC(C1)COc2cccc(c2)Cl)N,1.81 (GOOD reliability),1.81,1.58 (GOOD reliability),1.58,2.22 (GOOD reliability),2.22
13974,Molecule 13974,FC(F)(F)c2cccc(OCC1OC(=NC1)N)c2,2.13 (MODERATE reliability),2.13,2 (GOOD reliability),2,2.49 (MODERATE reliability),2.49
13975,Molecule 13975,O=[N+]([O-])c2ccccc2(OCC1OC(=NC1)N),0.99 (GOOD reliability),0.99,0.99 (GOOD reliability),0.99,1.45 (GOOD reliability),1.45
13976,Molecule 13976,O=C(c1ccccc1)C2CCN(CC2)CC3OC(=NC3)N,1.26 (GOOD reliability),1.26,1.5 (GOOD reliability),1.5,1.93 (MODERATE reliability),1.93
13977,Molecule 13977,N1=C(OC(C1)CN3CCC(Cc2ccccc2)CC3)N,2.62 (LOW reliability),2.62,2.37 (LOW reliability),2.37,2.72 (LOW reliability),2.72
13978,Molecule 13978,N1=C(OC(C1)CN3CCC(c2ccccc2)CC3)N,2.13 (LOW reliability),2.13,2.12 (LOW reliability),2.12,2.26 (LOW reliability),2.26
13979,Molecule 13979,O=[N+]([O-])c1ccc(cc1)N2CCN(CC2)CC3OC(=NC3)N,0.67 (GOOD reliability),0.67,1.08 (GOOD reliability),1.08,1.58 (MODERATE reliability),1.58
13980,Molecule 13980,Fc1ccccc1N2CCN(CC2)CC3OC(=NC3)N,1.05 (GOOD reliability),1.05,1.47 (GOOD reliability),1.47,1.89 (MODERATE reliability),1.89
13981,Molecule 13981,N1=C(OC(C1)COc2ccc(cc2)c3ccccc3)N,2.93 (LOW reliability),2.93,2.39 (MODERATE reliability),2.39,3.07 (LOW reliability),3.07
13982,Molecule 13982,N1=C(OC(C1)COc2ccccc2Cc3ccccc3)N,3.43 (LOW reliability),3.43,2.63 (MODERATE reliability),2.63,3.53 (LOW reliability),3.53
13983,Molecule 13983,NCC(=O)NC(Cc1cnc2ccccc12)C(N)=O,[Error],-,[Error],-,[Error],-
13984,Molecule 13984,O=C(O)C(NC(=O)C(NC(=O)CN)Cc1ccccc1)Cc2ccc(O)cc2,0.8 (LOW reliability),0.8,0.91 (LOW reliability),0.91,1.17 (LOW reliability),1.17
13985,Molecule 13985,O=C(O)C(NC(=O)C(NC(=O)CN)Cc1ccccc1)Cc2ccccc2,-1.33 (EXPERIMENTAL value),1.28,-1.33 (EXPERIMENTAL value),1.39,-1.33 (EXPERIMENTAL value),1.44
13986,Molecule 13986,Oc3cc(O)c2c(OC(c1ccc(O)c(O)c1)C(OCCCN)C2)c3,1.39 (LOW reliability),1.39,0.61 (LOW reliability),0.61,1.56 (LOW reliability),1.56
13987,Molecule 13987,O=S(=O)(N)c1cc(cs1)S(=O)(=O)c2ccccc2CNCc3ncccc3,0.87 (MODERATE reliability),0.87,0.89 (MODERATE reliability),0.89,1.95 (MODERATE reliability),1.95
13988,Molecule 13988,O=S(=O)(N)c1ncncc1,-1.68 (MODERATE reliability),-1.68,-1.13 (MODERATE reliability),-1.13,-0.58 (MODERATE reliability),-0.58
13989,Molecule 13989,O=S(=O)(N)c1ncncc1c2ccccc2,0.08 (MODERATE reliability),0.08,0.72 (MODERATE reliability),0.72,0.94 (MODERATE reliability),0.94
13990,Molecule 13990,O=S(=O)(N)c1ccc(cc1)Cn3cnc2ccccc23,1.87 (MODERATE reliability),1.87,2.07 (MODERATE reliability),2.07,1.96 (MODERATE reliability),1.96
13991,Molecule 13991,Nc1ccc(cc1)S(=O)(=O)Nc2cc(Br)cc3nccc23,[Error],-,[Error],-,[Error],-
13992,Molecule 13992,Nc1ccc(cc1)S(=O)(=O)Nc2cccc3nccc23,[Error],-,[Error],-,[Error],-
13993,Molecule 13993,Oc1nc(nc(n1)N)N,-1.5 (MODERATE reliability),-1.5,-0.02 (LOW reliability),-0.02,-0.25 (LOW reliability),-0.25
13994,Molecule 13994,FC(F)(F)Sc1ccc(cc1)c2nc(nc(n2)N)N,4.06 (LOW reliability),4.06,2.66 (MODERATE reliability),2.66,3.79 (MODERATE reliability),3.79
13995,Molecule 13995,n1nc(N)n(n1)c2c(cccc2Cl)Cl,0.55 (LOW reliability),0.55,2.82 (LOW reliability),2.82,2.19 (LOW reliability),2.19
13996,Molecule 13996,n1nc(N)n(n1)c2cc(c(cc2Cl)Cl)Cl,1.2 (LOW reliability),1.2,3.39 (LOW reliability),3.39,2.85 (MODERATE reliability),2.85
13997,Molecule 13997,n1nc(N)n(n1)c2cc(ccc2Cl)Cl,0.55 (MODERATE reliability),0.55,2.82 (LOW reliability),2.82,2.19 (MODERATE reliability),2.19
13998,Molecule 13998,n1nc(N)n(n1)c2ccc(cc2)Br,0.16 (LOW reliability),0.16,2.39 (LOW reliability),2.39,1.61 (MODERATE reliability),1.61
13999,Molecule 13999,n1nc(N)n(n1)c2ccc(c(c2)Cl)Cl,0.55 (LOW reliability),0.55,2.82 (LOW reliability),2.82,2.19 (LOW reliability),2.19
14000,Molecule 14000,n1nc(N)n(n1)c2ccc(cc2)Cl,-0.09 (LOW reliability),-0.09,2.23 (MODERATE reliability),2.23,1.53 (MODERATE reliability),1.53
14001,Molecule 14001,n1nc(N)n(n1)c2ccc(cc2Cl)Cl,0.55 (LOW reliability),0.55,2.82 (LOW reliability),2.82,2.19 (LOW reliability),2.19
14002,Molecule 14002,Fc1ccc(cc1)n2nnnc2(N),-0.53 (LOW reliability),-0.53,2.07 (MODERATE reliability),2.07,1.07 (MODERATE reliability),1.07
14003,Molecule 14003,Oc1ccc(cc1)n2nnnc2(N),-1.22 (LOW reliability),-1.22,1.13 (LOW reliability),1.13,0.59 (LOW reliability),0.59
14004,Molecule 14004,O=[N+]([O-])c1ccc(cc1)n2nnnc2(N),-0.92 (LOW reliability),-0.92,1.64 (MODERATE reliability),1.64,0.76 (MODERATE reliability),0.76
14005,Molecule 14005,n1nc(N)n(n1)c2cccc(c2)Cl,-0.09 (LOW reliability),-0.09,2.23 (MODERATE reliability),2.23,1.53 (MODERATE reliability),1.53
14006,Molecule 14006,Fc1cccc(c1)n2nnnc2(N),-0.53 (LOW reliability),-0.53,2.07 (MODERATE reliability),2.07,1.07 (MODERATE reliability),1.07
14007,Molecule 14007,Oc1cccc(c1)n2nnnc2(N),-1.22 (LOW reliability),-1.22,1.13 (LOW reliability),1.13,0.59 (LOW reliability),0.59
14008,Molecule 14008,O=[N+]([O-])c1cccc(c1)n2nnnc2(N),-0.92 (LOW reliability),-0.92,1.64 (MODERATE reliability),1.64,0.76 (LOW reliability),0.76
14009,Molecule 14009,n1nc(N)n(n1)c3cccc2ccccc23,0.44 (LOW reliability),0.44,2.64 (LOW reliability),2.64,1.77 (MODERATE reliability),1.77
14010,Molecule 14010,n1nc(N)n(n1)c2ccccc2Cl,-0.09 (LOW reliability),-0.09,2.23 (MODERATE reliability),2.23,1.53 (MODERATE reliability),1.53
14011,Molecule 14011,n1nc(N)n(n1)c2ccc3ccccc3(c2),0.44 (LOW reliability),0.44,2.64 (LOW reliability),2.64,1.77 (MODERATE reliability),1.77
14012,Molecule 14012,Nc2c(c1ccccc1)c(=O)nc3cc(Cl)ccc23,[Error],-,[Error],-,[Error],-
14013,Molecule 14013,Oc1nc(nc(n1)Nc2ccccc2)N,0.71 (LOW reliability),0.71,2.23 (LOW reliability),2.23,2.04 (LOW reliability),2.04
14014,Molecule 14014,OCc1c2nc3ccccc3(cc2(ccc1(N))),1.32 (MODERATE reliability),1.32,1.79 (MODERATE reliability),1.79,2 (GOOD reliability),2
14015,Molecule 14015,n1cn(c2ccccc12)Cc3cccc(N)c3,2.57 (MODERATE reliability),2.57,2.6 (MODERATE reliability),2.6,2.39 (MODERATE reliability),2.39
14016,Molecule 14016,O=C(NCc1cnc(N)cc1)C4N(C(=O)C(NS(=O)(=O)Cc2ccccc2)Cc3ccc(c(c3)Cl)Cl)CCC4,2.64 (MODERATE reliability),2.64,2.71 (MODERATE reliability),2.71,3.99 (LOW reliability),3.99
14017,Molecule 14017,O=C(c1cnccc1)CCCN=C=S,1.93 (LOW reliability),1.93,1.76 (LOW reliability),1.76,1.69 (LOW reliability),1.69
14018,Molecule 14018,O=C(Cc1ccccc1)Nc2ncnc3ncnc23,[Error],-,[Error],-,[Error],-
14019,Molecule 14019,O=C(NC1CCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCC2),3.37 (MODERATE reliability),3.37,2.12 (MODERATE reliability),2.12,2.93 (MODERATE reliability),2.93
14020,Molecule 14020,O=C(NC1CCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCCC2),3.86 (LOW reliability),3.86,2.35 (MODERATE reliability),2.35,3.39 (LOW reliability),3.39
14021,Molecule 14021,O=C(NC1CCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCCCC2),4.35 (LOW reliability),4.35,2.58 (MODERATE reliability),2.58,3.85 (LOW reliability),3.85
14022,Molecule 14022,O=C(NC1CCCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCC2),3.86 (LOW reliability),3.86,2.35 (MODERATE reliability),2.35,3.39 (LOW reliability),3.39
14023,Molecule 14023,O=C(NC1CCCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCCC2),4.35 (LOW reliability),4.35,2.58 (MODERATE reliability),2.58,3.85 (LOW reliability),3.85
14024,Molecule 14024,O=C(NC1CCCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCCCC2),4.84 (LOW reliability),4.84,2.8 (MODERATE reliability),2.8,4.3 (LOW reliability),4.3
14025,Molecule 14025,O=C(NC1CCCCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCC2),4.35 (LOW reliability),4.35,2.58 (MODERATE reliability),2.58,3.85 (LOW reliability),3.85
14026,Molecule 14026,O=C(NC1CCCCCCC1)NS(=O)(=O)c3cnccc3(NC2CCCCCC2),4.84 (LOW reliability),4.84,2.8 (MODERATE reliability),2.8,4.3 (LOW reliability),4.3
14027,Molecule 14027,O=C(NCCCCCOCCCN1CCOCC1)NC34(CC2CC(CC(C2)C3)C4),4.13 (LOW reliability),4.13,2.7 (LOW reliability),2.7,2.37 (LOW reliability),2.37
14028,Molecule 14028,O=C(NS(=O)(=O)c2cnccc2(NC1CCCCCC1))N3CCCCC3,3.16 (MODERATE reliability),3.16,2.12 (MODERATE reliability),2.12,2.66 (MODERATE reliability),2.66
14029,Molecule 14029,O=C(NS(=O)(=O)c2cnccc2(NC1CCCCCC1))N3CCCCCC3,3.65 (MODERATE reliability),3.65,2.35 (MODERATE reliability),2.35,3.11 (MODERATE reliability),3.11
14030,Molecule 14030,O=C(NS(=O)(=O)c2cnccc2(NC1CCCCCCC1))N3CCCCC3,3.65 (MODERATE reliability),3.65,2.35 (MODERATE reliability),2.35,3.11 (MODERATE reliability),3.11
14031,Molecule 14031,O=C(Nc1ncnc2ncnc12)c3ccccc3,[Error],-,[Error],-,[Error],-
14032,Molecule 14032,O=C(c1cnncc1)c2ccccc2,1.5 (MODERATE reliability),1.5,1.2 (MODERATE reliability),1.2,1.71 (GOOD reliability),1.71
14033,Molecule 14033,O=C2c1cc(nnc1CCC2)c3ccccc3,2.31 (MODERATE reliability),2.31,2.02 (MODERATE reliability),2.02,2.69 (MODERATE reliability),2.69
14034,Molecule 14034,O=C1c2cc(ccc2(OCN1CCO[N+](=O)[O-]))[N+](=O)[O-],2.46 (LOW reliability),2.46,1.31 (MODERATE reliability),1.31,1.35 (LOW reliability),1.35
14035,Molecule 14035,O=C2N=C(N1CCOCC1)CN2Cc3ccccc3,0.48 (MODERATE reliability),0.48,1.4 (MODERATE reliability),1.4,1 (GOOD reliability),1
14036,Molecule 14036,O=C2N=C(N1CCOCC1)CN2c3ccccc3,0.91 (MODERATE reliability),0.91,1.13 (MODERATE reliability),1.13,0.99 (MODERATE reliability),0.99
14037,Molecule 14037,O=C2Oc1ccccc1CN2CCO[N+](=O)[O-],2.18 (MODERATE reliability),2.18,2.06 (MODERATE reliability),2.06,1.98 (MODERATE reliability),1.98
14038,Molecule 14038,O=C1c4ccccc4(c2nnc(cc12)c3ccccc3[N+](=O)[O-]),3.08 (MODERATE reliability),3.08,2.47 (MODERATE reliability),2.47,3.67 (MODERATE reliability),3.67
14039,Molecule 14039,O=C2c1ccnnc1c3ccccc23,1.5 (MODERATE reliability),1.5,1.2 (LOW reliability),1.2,1.82 (MODERATE reliability),1.82
14040,Molecule 14040,O=C3CNC(=O)C(Cc1cnc2ccccc12)N3,[Error],-,[Error],-,[Error],-
14041,Molecule 14041,O=C3NC(Cc1cnc2ccccc12)C(=O)NC3Cc4cnc5ccccc45,[Error],-,[Error],-,[Error],-
14042,Molecule 14042,O=C2c4ccccc4(c3nncc(c1ccccc1)c23),3.26 (LOW reliability),3.26,2.54 (LOW reliability),2.54,3.34 (MODERATE reliability),3.34
14043,Molecule 14043,O=C1OCc2c3nc4ccccc4(cc3(ccc2(N1))),1.8 (MODERATE reliability),1.8,2.52 (MODERATE reliability),2.52,2.87 (MODERATE reliability),2.87
14044,Molecule 14044,O=Cc1ccc2ccc3cccc4ccc1c2c34,4.65 (LOW reliability),4.65,3.84 (GOOD reliability),3.84,3.7 (MODERATE reliability),3.7
14045,Molecule 14045,O=[N+]([O-])OC1CCCC(O[N+](=O)[O-])C1,3.35 (LOW reliability),3.35,1.17 (LOW reliability),1.17,2.07 (LOW reliability),2.07
14046,Molecule 14046,O=[N+]([O-])OC1CCCCC1(O[N+](=O)[O-]),3.35 (LOW reliability),3.35,1.17 (LOW reliability),1.17,2.47 (LOW reliability),2.47
14047,Molecule 14047,O=[N+]([O-])OC1CCCCCC1(O[N+](=O)[O-]),3.84 (LOW reliability),3.84,1.52 (LOW reliability),1.52,2.92 (LOW reliability),2.92
14048,Molecule 14048,O=[N+]([O-])OCCCCCCCCCCO[N+](=O)[O-],5.57 (LOW reliability),5.57,2.87 (LOW reliability),2.87,4.41 (LOW reliability),4.41
14049,Molecule 14049,O=[N+]([O-])OCCCCCCCCO[N+](=O)[O-],4.59 (LOW reliability),4.59,2.25 (LOW reliability),2.25,3.5 (LOW reliability),3.5
14050,Molecule 14050,O=[N+]([O-])OCCCCCCCO[N+](=O)[O-],4.1 (LOW reliability),4.1,1.92 (LOW reliability),1.92,3.05 (LOW reliability),3.05
14051,Molecule 14051,O=[N+]([O-])OCCCCCCO[N+](=O)[O-],3.61 (LOW reliability),3.61,1.56 (LOW reliability),1.56,2.59 (LOW reliability),2.59
14052,Molecule 14052,O=[N+]([O-])OCCCCCO[N+](=O)[O-],3.11 (LOW reliability),3.11,1.19 (LOW reliability),1.19,2.13 (LOW reliability),2.13
14053,Molecule 14053,O=[N+]([O-])OCCCCO[N+](=O)[O-],2.62 (LOW reliability),2.62,0.78 (LOW reliability),0.78,1.68 (MODERATE reliability),1.68
14054,Molecule 14054,O=[N+]([O-])OCCCO[N+](=O)[O-],2.13 (LOW reliability),2.13,0.32 (LOW reliability),0.32,1.1 (GOOD reliability),1.1
14055,Molecule 14055,O=[N+]([O-])c1cccc(c1)C(=NNC(Nc2ccccc2)=S)c3ncccc3,4 (LOW reliability),4,2.78 (LOW reliability),2.78,4.26 (LOW reliability),4.26
14056,Molecule 14056,O=[N+]([O-])c1ccc3c(c1)c2ccccc2C3,4.07 (MODERATE reliability),4.07,3.7 (GOOD reliability),3.7,3.39 (GOOD reliability),3.39
14057,Molecule 14057,O=N(=O)c3cccc(CNc1ncnc2ncnc12)c3,[Error],-,[Error],-,[Error],-
14058,Molecule 14058,O=S(=O)(NC(N1CCCCC1)=S)c3cnccc3(NC2CCCCCC2),3.41 (MODERATE reliability),3.41,2.06 (MODERATE reliability),2.06,3.55 (MODERATE reliability),3.55
14059,Molecule 14059,O=S(=O)(NC(N1CCCCC1)=S)c3cnccc3(NC2CCCCCCC2),3.9 (LOW reliability),3.9,2.3 (MODERATE reliability),2.3,4.01 (LOW reliability),4.01
14060,Molecule 14060,O=S(=O)(NC(NC1CCCCC1)=S)c3cnccc3(NC2CCCCCC2),4.1 (LOW reliability),4.1,2.3 (MODERATE reliability),2.3,4.29 (LOW reliability),4.29
14061,Molecule 14061,O=S(=O)(NC(NC1CCCCC1)=S)c3cnccc3(NC2CCCCCCC2),4.59 (LOW reliability),4.59,2.52 (MODERATE reliability),2.52,4.75 (LOW reliability),4.75
14062,Molecule 14062,O=S(NC(N1CCCCC1)=S)c3cnccc3(NC2CCCCC2),1.01 (LOW reliability),1.01,1.87 (MODERATE reliability),1.87,3 (MODERATE reliability),3
14063,Molecule 14063,O=S1CCCC1,-0.35 (MODERATE reliability),-0.35,0.26 (MODERATE reliability),0.26,0.14 (LOW reliability),0.14
14064,Molecule 14064,O=c2nc(=O)c1cc(nnc1n2)c3ccccc3,[Error],-,[Error],-,[Error],-
14065,Molecule 14065,O=C1C3=C(N=C2N1CCC2)CCC3,0.22 (EXPERIMENTAL value),2.56,0.22 (EXPERIMENTAL value),1.25,0.22 (EXPERIMENTAL value),0.83
14066,Molecule 14066,O=C3C(c1ccccc1)=C(c2ccccc2)SS3,3.6 (MODERATE reliability),3.6,3.1 (MODERATE reliability),3.1,4.23 (LOW reliability),4.23
14067,Molecule 14067,O=C2C=Cc1cc3ccoc3(cc1S2),2.64 (MODERATE reliability),2.64,1.62 (GOOD reliability),1.62,2.76 (MODERATE reliability),2.76
14068,Molecule 14068,O=C2Oc3cc1c(ccs1)cc3(C=C2),2.81 (MODERATE reliability),2.81,2.43 (MODERATE reliability),2.43,2.76 (MODERATE reliability),2.76
14069,Molecule 14069,O=C2C=Cc1cc3ccsc3(cc1S2),3.09 (LOW reliability),3.09,2.5 (LOW reliability),2.5,3.32 (MODERATE reliability),3.32
14070,Molecule 14070,O=c3ccc2ccc1occc1c2n3,[Error],-,[Error],-,[Error],-
14071,Molecule 14071,O=C3C=Cc2ccc1occc1c2S3,2.64 (MODERATE reliability),2.64,1.62 (GOOD reliability),1.62,2.76 (MODERATE reliability),2.76
14072,Molecule 14072,OC(=O)C(Cc1cnc2ccccc12)NC(=O)OCC4c3ccccc3c5ccccc45,[Error],-,[Error],-,[Error],-
14073,Molecule 14073,OC(=O)C(Cc1cnc2ccccc12)NC(=O)OCc3ccccc3,[Error],-,[Error],-,[Error],-
14074,Molecule 14074,O=C(O)C(NC(=O)C1NCCC1)Cc2ccccc2,1.07 (LOW reliability),1.07,0.99 (LOW reliability),0.99,1.15 (LOW reliability),1.15
14075,Molecule 14075,O=CC(=C(C(=O)O)Cl)C(Cl)Cl,0.84 (MODERATE reliability),0.84,1.02 (MODERATE reliability),1.02,1.41 (MODERATE reliability),1.41
14076,Molecule 14076,O=C(O)C2N=C(c1cc(O)ccc1(O))SC2,0.11 (LOW reliability),0.11,1.59 (LOW reliability),1.59,1.49 (LOW reliability),1.49
14077,Molecule 14077,O=C(O)C2N=C(c1ccc(O)cc1(O))SC2,0.11 (LOW reliability),0.11,1.59 (LOW reliability),1.59,1.49 (LOW reliability),1.49
14078,Molecule 14078,O=C(O)CCC(=O)OC2Cc3c(O)cc(O)cc3(OC2(c1ccc(O)c(O)c1)),1.93 (LOW reliability),1.93,0.82 (LOW reliability),0.82,2.12 (LOW reliability),2.12
14079,Molecule 14079,O=C(O)CCCCCON=C(c1nnccc1)c2cccc(c2)C(F)(F)F,5.64 (LOW reliability),5.64,2.8 (LOW reliability),2.8,3.99 (MODERATE reliability),3.99
14080,Molecule 14080,O=C(O)CCCCCON=C(c1ncncc1)c2cccc(c2)C(F)(F)F,5.64 (LOW reliability),5.64,2.8 (LOW reliability),2.8,3.83 (MODERATE reliability),3.83
14081,Molecule 14081,O=C(O)CCCCCON=C(c1nccnc1)c2cccc(c2)C(F)(F)F,5.64 (LOW reliability),5.64,1.99 (LOW reliability),1.99,3.3 (MODERATE reliability),3.3
14082,Molecule 14082,O=C(O)CCCCCON=C(c1ncncc1)c2ccccc2,4.68 (LOW reliability),4.68,1.95 (LOW reliability),1.95,2.88 (MODERATE reliability),2.88
14083,Molecule 14083,O=C(O)CCCCCON=C(c1cncnc1)c2ccccc2,4.68 (LOW reliability),4.68,1.95 (MODERATE reliability),1.95,2.46 (MODERATE reliability),2.46
14084,Molecule 14084,O=C(O)CCCCCON=C(c1ncccn1)c2ccccc2,4.68 (LOW reliability),4.68,1.54 (LOW reliability),1.54,2.56 (MODERATE reliability),2.56
14085,Molecule 14085,O=C(O)CCCCCON=C(c1cnncc1)c2cccc(c2)C(F)(F)F,5.64 (LOW reliability),5.64,2.8 (LOW reliability),2.8,3.56 (MODERATE reliability),3.56
14086,Molecule 14086,O=C(O)CCCCCON=C(c1cncnc1)c2cccc(c2)C(F)(F)F,5.64 (LOW reliability),5.64,2.8 (LOW reliability),2.8,3.4 (MODERATE reliability),3.4
14087,Molecule 14087,O=C(O)CCCCON=C(c1nnccc1)c2cccc(c2)C(F)(F)F,5.15 (LOW reliability),5.15,2.57 (LOW reliability),2.57,3.53 (MODERATE reliability),3.53
14088,Molecule 14088,O=C(O)CCCCON=C(c1ncncc1)c2cccc(c2)C(F)(F)F,5.15 (LOW reliability),5.15,2.57 (LOW reliability),2.57,3.37 (MODERATE reliability),3.37
14089,Molecule 14089,O=C(O)CCCCON=C(c1nccnc1)c2cccc(c2)C(F)(F)F,5.15 (LOW reliability),5.15,1.76 (LOW reliability),1.76,2.85 (MODERATE reliability),2.85
14090,Molecule 14090,O=C(O)CCCCON=C(c1ncccn1)c2cccc(c2)C(F)(F)F,5.15 (LOW reliability),5.15,2.16 (LOW reliability),2.16,3.04 (MODERATE reliability),3.04
14091,Molecule 14091,O=C(O)CCCCON=C(c1ncncc1)c2ccccc2,4.19 (LOW reliability),4.19,1.7 (LOW reliability),1.7,2.43 (MODERATE reliability),2.43
14092,Molecule 14092,O=C(O)CCCCON=C(c1cncnc1)c2ccccc2,4.19 (LOW reliability),4.19,1.7 (MODERATE reliability),1.7,2 (MODERATE reliability),2
14093,Molecule 14093,O=C(O)CCCCON=C(c1ncccn1)c2ccccc2,4.19 (LOW reliability),4.19,1.3 (LOW reliability),1.3,2.1 (LOW reliability),2.1
14094,Molecule 14094,O=C(O)CCCCON=C(c1cnncc1)c2cccc(c2)C(F)(F)F,5.15 (MODERATE reliability),5.15,2.57 (LOW reliability),2.57,3.1 (LOW reliability),3.1
14095,Molecule 14095,O=C(O)CCCCON=C(c1cncnc1)c2cccc(c2)C(F)(F)F,5.15 (LOW reliability),5.15,2.57 (LOW reliability),2.57,2.94 (MODERATE reliability),2.94
14096,Molecule 14096,O=C(O)CCCON=C(c1ncncc1)c2ccccc2,3.7 (LOW reliability),3.7,1.45 (LOW reliability),1.45,1.97 (MODERATE reliability),1.97
